Timestamp,How old are you?,What best describes your job?,What is your primary (used most) programming language?,What other languages are you proficient in?,Which is your favorite language ?,Do you intend to learn any of the following languages within the next 12 months?,What is your primary (most used) Operating System?,What other Operating Systems do you use?,What Operating Systems do you use the terminal on? ,How many years experience do you have with the terminal?,What do you use the terminal for?,What percentage of a typical workday do you spend actively working in the terminal?,What percentage of a typical workday do you have a terminal *open*?,What percentage of a typical workday do you spend actively working in a web browser?,What percentage of a typical workday do you spend with a web browser open?,Do you use the terminal outside of paid work?,How do you feel about color in the terminal in general?,Have you customized your terminal's color theme?,How would you describe your color theme?,Is your terminal background transparent (desktop shows through) in any way?,Have you customized your terminal prompt?,Which terminal emulator(s) do you use?,How comfortable are you using a CLI (Command Line Interface)?,How comfortable are you using a TUI (Text User Interface)? i.e. a terminal based application that occupies the full extents of the window with functionality beyond the prompt.,Have you ever installed software in the terminal?,Have you ever written a CLI app?,Do you anticipate needing to write a CLI app in the next 12 months?,Have you ever written a TUI app?,Do you anticipate writing a TUI in the next 12 months?,How do you feel about TUI apps?,Have you used a TUI version of any of the following?,"If a fully featured TUI version of these existed, would you consider using it over a desktop or web application?",Have you experienced any problems using the terminal?,
29/03/2022 10:39,37,Web developer (back-end),Python,"Go, Javascript",Python,,Linux,,Linux,16,"Editing code, Software development, Administering remote servers (ssh), Data processing",25,100,10,100,Yes,5,Yes,"Dark background, light text",Yes,Yes,"Alacritty, GNOME Terminal, Guake, Terminator, xterm",5,5,Yes,Yes,Yes,Yes,No,4,"Activity monitor / task manager, Bitorrent client, Calendar, Chat / Messaging, Code editor, Configuration editor, Dashboards (data visualisation), Email client, File manager, File viewer (syntax highlighted code), Games, ToDo List, Note keeping",,"yes, who doesn't?",
29/03/2022 10:41,35,Web developer (full-stack),Python,"Javascript, PHP",Python,,Linux,"MacOS, Windows","Linux, MacOS, Windows",20,"Editing code, Software development, Administering remote servers (ssh), Data processing",10,100,20,100,Yes,5,Yes,"Dark background, light text",No,Yes,"GNOME Terminal, iTerm2, Yakuake",5,3,Yes,Yes,Yes,No,No,3,"Activity monitor / task manager, Chat / Messaging, Distraction free writing, File viewer (syntax highlighted code), Note keeping","Activity monitor / task manager, Database query interface","Wrong color schemes, ",
29/03/2022 10:42,69,retired computer programmer,Python,None. exclusively Python for 19 years,Python,No,Windows,MacOS,Windows,45,"Software development, Administering remote servers (ssh)",4,100,33,100,Yes,5,No,"Dark background, light text",No,Yes,Windows Terminal,5,3,Yes,Yes,Yes,No,Yes,5,"Activity monitor / task manager, API development / testing, Database administration, Database query interface, Data entry / forms, Version control (e.g. git)","Configuration editor, Database query interface, Data entry / forms",,
29/03/2022 10:43,43,Data scientist,Python,"R, Bash",Python,,Linux,Windows,"Linux, WSL",20,"Administering remote servers (ssh), Data processing",10,85,50,100,Yes,5,No,"Dark background, light text",Yes,Yes,"GNOME Terminal, Terminator, Tilda",5,3,Yes,Yes,Yes,No,No,3,"Activity monitor / task manager, Code editor, Note keeping, Version control (e.g. git)","Activity monitor / task manager, Code editor, Configuration editor, File manager, Jupyter editor, Jupyter viewer, Version control (e.g. git)",,
29/03/2022 10:43,42,Software engineer,Python,"C, C++, C#, Javascript, Rust, Typescript",Python,Rust,Linux,"MacOS, Windows, FreeBSD","Linux, MacOS, Windows, FreeBSD",30,"Editing code, Software development, Administering remote servers (ssh), Data processing",20,100,20,100,Yes,5,Yes,"Dark background, light text",No,Yes,"GNOME Terminal, iTerm2, Windows Terminal",5,4,Yes,Yes,Yes,No,Yes,4,"Activity monitor / task manager, Chat / Messaging, Code editor, Email client, File manager, Version control (e.g. git)","Activity monitor / task manager, Code editor, Configuration editor, Version control (e.g. git)",,
29/03/2022 10:44,42,OSS developer,Python,"C, C++",Python,Rust,MacOS,Linux,"Linux, MacOS",22,"Software development, Administering remote servers (ssh), Data processing",20,100,5,100,Yes,5,No,"Dark background, light text",No,Yes,"iTerm2, Terminal.app",5,5,Yes,Yes,Yes,Yes,Yes,4,,"Calculator (basic /scientific), Configuration editor, Dashboards (data visualisation), Jupyter editor, Jupyter viewer, Games, ToDo List, Note keeping, Project management / Kanban, Version control (e.g. git)",,
29/03/2022 10:45,26,,Python,Fortran,Python,,MacOS,"Linux, Windows","Linux, MacOS",6,"Software development, Navigation, running programs ",5,100,15,100,No,4,Yes,"Dark background, light text",No,Yes,iTerm2,4,4,Yes,Yes,No,Yes,No,4,"Activity monitor / task manager, Version control (e.g. git)","Activity monitor / task manager, Version control (e.g. git)",,
29/03/2022 10:45,48,Hardware engineer,Python,"C, C++, Javascript, Matlab, Perl",Python,,Linux,Windows,Linux,30,"Editing code, Software development, Administering remote servers (ssh), Data processing",90,100,10,100,Yes,3,Yes,"Dark background, light text",No,Yes,"GNOME Terminal, Konsole, xterm",5,5,Yes,Yes,,Yes,No,4,"Activity monitor / task manager, API development / testing, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Email client, File manager, File viewer (syntax highlighted code), Version control (e.g. git)",,,
29/03/2022 10:46,47,Data scientist,R,,R,Julia,MacOS,Linux,"Linux, MacOS",5,"Editing code, Data processing",30,30,10,60,No,4,Yes,"Dark background, light text",No,Yes,Terminal.app,3,1,Yes,No,No,No,No,3,,Activity monitor / task manager,no,
29/03/2022 10:46,39,Engineering manager,Python,Java,Python,Javascript,MacOS,,MacOS,19,"Editing code, Software development, Administering remote servers (ssh), Task management, computer day-to-day stuff",10,100,80,100,Yes,5,Yes,"Dark background, light text",No,Yes,iTerm2,5,4,Yes,Yes,Yes,No,Yes,4,"Activity monitor / task manager, Calendar, Code editor, Games, ToDo List, Note keeping","API development / testing, Chat / Messaging, Database query interface, Project management / Kanban",Not especially,
29/03/2022 10:46,36,Web developer (full-stack),Python,"Javascript, SQL",Python,,MacOS,,MacOS,15,"Software development, Administering remote servers (ssh)",10,100,90,100,Yes,5,Yes,"Dark background, light text",No,Yes,"iTerm2, Terminal.app",3,3,Yes,Yes,No,No,No,4,"Dashboards (data visualisation), Database query interface, Version control (e.g. git)","Code editor, Dashboards (data visualisation), Version control (e.g. git)",yes often,
29/03/2022 10:48,39,Web developer (full-stack),Python,Javascript,Python,,Linux,"MacOS, Windows","Linux, MacOS",25,"Editing code, Software development, Administering remote servers (ssh), Data processing",50,100,25,100,Yes,4,Yes,"Dark background, light text",Yes,Yes,GNOME Terminal,5,5,Yes,Yes,Yes,Yes,No,,"Activity monitor / task manager, API development / testing, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Games, ToDo List, Project management / Kanban, Spreadsheet, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Calculator (basic /scientific), Database administration, Database query interface, File manager, File viewer (syntax highlighted code), Version control (e.g. git)",,
29/03/2022 10:48,31,Data engineer,Python,"C, C++, Java, Perl",Python,"Rust, Scala",Linux,Windows,"Linux, Windows",10,"Editing code, Software development, Administering remote servers (ssh), Data processing",30,80,40,30,Yes,3,Yes,"Light backround, dark text",Yes,Yes,"GNOME Terminal, Kitty, Linux console, Tilda, Windows Console, Windows Terminal",5,4,Yes,Yes,Yes,Yes,Yes,4,"Calendar, Calculator (basic /scientific), Code editor, Configuration editor, File manager, Version control (e.g. git)","Calendar, Chat / Messaging, Code editor, Email client, File manager, Jupyter editor, Version control (e.g. git)","at start, but once I become familiar then it was better.",
29/03/2022 10:48,48,DevOps,Python,"C, Javascript, PHP",Python,Go,MacOS,Linux,"Linux, MacOS",28,"Editing code, Software development, Administering remote servers (ssh)",50,70,20,100,Yes,4,Yes,"Light during daytime, dark in the night.",Yes,Yes,"iTerm2, Blink (on iOS / iPadOS)",5,5,Yes,Yes,No,Yes,No,5,"Activity monitor / task manager, API development / testing, Chat / Messaging, Code editor, Configuration editor, Database administration, Email client, File manager, Note keeping, Version control (e.g. git)",,"Some text encoding issues. And of course, quit Vim ;-)",
29/03/2022 10:51,38,DevOps,Python,Ruby,Python,Rust,Windows,"Linux, MacOS","Linux, MacOS, Windows",30,"Editing code, Software development, Administering remote servers (ssh), Data processing",40,100,30,100,Yes,5,No,"Dark background, light text",No,Yes,"iTerm2, Windows Terminal",5,4,Yes,Yes,No,No,No,4,"Activity monitor / task manager, Bitorrent client, Chat / Messaging, Code editor, Configuration editor, Distraction free writing, File manager, Jupyter editor, Jupyter viewer, Games, Note keeping, Version control (e.g. git)",Chat / Messaging,,
29/03/2022 10:51,37,Data engineer,Python,"Java, Python, Ruby",Python,Rust,MacOS,Linux,"Linux, MacOS",15,"Editing code, Software development, Administering remote servers (ssh), Data processing",40,100,30,100,Yes,3,Yes,"Light backround, dark text",No,Yes,iTerm2,5,5,Yes,Yes,Yes,No,No,4,"Activity monitor / task manager, Bitorrent client, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Database query interface, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), ToDo List, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Database query interface, Distraction free writing, File manager, File viewer (syntax highlighted code), ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)","Command discoverability, lack of support for some shells (e.g. Fish)",
29/03/2022 10:52,30,Web developer (full-stack),Python,,Python,Go,Linux,"Linux, MacOS","Linux, MacOS",10,"Editing code, Software development, Administering remote servers (ssh)",90,100,5,100,Yes,4,Yes,"Dark background, light text",No,Yes,"Kitty, urxvt",4,5,Yes,Yes,No,No,No,3,"Activity monitor / task manager, Code editor, ToDo List, Note keeping, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Calendar, Code editor, Configuration editor, Database administration, Database query interface, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Jupyter editor, Jupyter viewer, ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)",,
29/03/2022 10:54,41,Academic researcher,Python,"C, Java, Javascript, Matlab",Python,Julia,Windows,Linux,"Linux, Windows",25,"Software development, Administering remote servers (ssh)",20,100,50,100,Yes,5,Yes,"Dark background, light text",No,No,"Alacritty, Windows Console, xfce-terminal",5,5,Yes,Yes,Yes,Yes,Yes,5,"Activity monitor / task manager, Calculator (basic /scientific), Code editor, Database query interface, Email client, File manager, Games","Activity monitor / task manager, Calculator (basic /scientific), Chat / Messaging, Configuration editor, Database query interface, Data entry / forms, Distraction free writing, File manager, ToDo List, Spreadsheet, Version control (e.g. git)",Dodgy charsets leading to weird rendering (e.g. over ssh),
29/03/2022 10:54,39,Linux system developer,Go,"C, Python",Go,Dart,I use all three daily,"Linux, MacOS, Windows","Linux, MacOS, Windows",30,"Editing code, Software development, Administering remote servers (ssh)",60,100,10,100,Yes,5,No,"both, depending on time of day",No,No,"GNOME Terminal, Terminal.app, Windows Terminal",5,5,Yes,Yes,Yes,Yes,No,5,"Activity monitor / task manager, API development / testing, Chat / Messaging, Code editor, Email client, File manager, Version control (e.g. git)",Version control (e.g. git),Ancient control flow can be annoying if accidentally enabled.,
29/03/2022 10:56,40,Web developer (back-end),Ruby,"C, Javascript, Python",Ruby,"C++, Python, Typescript",MacOS,Linux,"Linux, MacOS",30,"Editing code, Software development, Administering remote servers (ssh), Data processing",25,95,60,100,Yes,3,Yes,"Dark background, light text",No,Yes,Terminal.app,5,3,Yes,Yes,Yes,No,Yes,4,"Activity monitor / task manager, Chat / Messaging","Bitorrent client, Database query interface",,
29/03/2022 10:57,31,Web developer (full-stack),Python,"Javascript, Typescript",Python,,Linux,MacOS,"Linux, MacOS",10,"Software development, Administering remote servers (ssh)",5,100,40,100,Yes,4,No,"Dark background, light text",No,No,"iTerm2, Terminator",4,2,Yes,No,No,No,No,3,"Activity monitor / task manager, Code editor, Database query interface",API development / testing,,
29/03/2022 10:59,38,Security & Privacy developer,Python,"Go, Rust",Python,Rust,Linux,MacOS,"Linux, MacOS",22,"Editing code, Software development, Administering remote servers (ssh)",80,100,18,100,Yes,5,Yes,"Dark background, light text",No,Yes,"GNOME Terminal, iTerm2",5,4,Yes,Yes,Yes,Yes,Yes,5,"Activity monitor / task manager, Calendar, Chat / Messaging, Code editor, Email client, File manager, File viewer (syntax highlighted code), ToDo List, Note keeping",,I forget shortcuts.,
29/03/2022 10:59,22,Web developer (full-stack),C#,"C, C#, Go, Javascript, Python, Typescript",Go,,Windows,"Linux, MacOS","Linux, MacOS, Windows",5,"Editing code, Software development, Administering remote servers (ssh)",20,100,30,100,Yes,5,Yes,"Dark background, light text",Yes,Yes,"Kitty, Terminal.app, Windows Terminal, xfce-terminal",4,3,Yes,Yes,Yes,No,Yes,4,"Activity monitor / task manager, API development / testing, Code editor, Version control (e.g. git)","API development / testing, Code editor, Configuration editor, File manager, Games, Note keeping, Version control (e.g. git)",Complex shortcuts for TUI,
29/03/2022 10:59,28,Web developer (full-stack),Python,"Java, Javascript",Python,,Windows,Linux,"Linux, Windows",15,"Administering remote servers (ssh), chat, fun",5,100,50,100,Yes,5,No,"Dark background, light text",Yes,No,"Guake, Kitty, Windows Terminal, cmder",4,5,Yes,Yes,Yes,Yes,Yes,5,"Activity monitor / task manager, Chat / Messaging, Code editor, Configuration editor, Email client, Games","Activity monitor / task manager, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Configuration editor, Database administration, Database query interface, Data entry / forms, Email client, File manager, Games, ToDo List, Note keeping, Version control (e.g. git)","yeah, recently I could not find a beautiful, fast, simple and  perfect terminal on windows, but yeah, I do wish for miracles sometimes =) Also in my personal opinion, text/code/spreadsheets are best done by GUI apps, since they can fully utilize the font size and suchlike things to make the most precise and usable app. But yes, some people would just use consoles for everything and I don't blame them))",
29/03/2022 11:00,24,Data engineer,Python,"Kotlin, Python, Rust, Typescript",Rust,Clojure,MacOS,"MacOS, Windows","MacOS, Windows",5,Software development,40,100,30,100,Yes,5,Yes,"Dark background, light text",No,Yes,"iTerm2, Windows Terminal",5,4,Yes,Yes,Yes,No,Yes,5,"Activity monitor / task manager, Code editor, Version control (e.g. git)","Dashboards (data visualisation), Jupyter editor, Jupyter viewer, ToDo List, Note keeping, Project management / Kanban, Version control (e.g. git)","Text in Hebrew (both in sim0ply showing the characters, and RTL)",
29/03/2022 11:01,49,Engineering Manager,Go,,,Go,Linux,,Linux,30,"Editing code, Software development, Administering remote servers (ssh), Data processing",10,100,90,100,Yes,4,Yes,"Dark background, light text",No,No,Konsole,5,5,Yes,Yes,No,No,No,5,"Activity monitor / task manager, Bitorrent client, Chat / Messaging, Code editor, Configuration editor, Database administration, Email client, File manager, Games, Note keeping, Version control (e.g. git)","Activity monitor / task manager, Calendar, Code editor, Email client, File manager, File viewer (syntax highlighted code), Version control (e.g. git)",Sure.,
29/03/2022 11:03,45,Data scientist,Python,"Java, Javascript, Perl, PHP, R",Rust,Rust,MacOS,"Linux, Windows","Linux, MacOS, Windows",10,"Editing code, Software development, Administering remote servers (ssh), Data processing",30,100,10,100,Yes,5,Yes,"Dark background, light text",No,Yes,"Linux console, iTerm2, Terminal.app, Windows Terminal, xterm, termius",5,5,Yes,Yes,Yes,Yes,Yes,5,"Activity monitor / task manager, Calculator (basic /scientific), Dashboards (data visualisation), Data entry / forms, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Chat / Messaging, Code editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Distraction free writing, Email client, Jupyter editor, Jupyter viewer",being stupid and not knowing what i was doing.,
29/03/2022 11:04,28,Data scientist,Python,"Perl, Ruby, R",Python,,Windows,"Linux, MacOS","Linux, MacOS, Windows",7,Data processing,75,100,15,100,Yes,3,No,"Dark background, light text",No,Yes,putty,5,2,Yes,No,No,No,No,3,"Activity monitor / task manager, Code editor",,,
29/03/2022 11:04,44,DevOps,Python,"C, Go, Java",Go,,MacOS,Linux,"Linux, MacOS",24,"Editing code, Software development, Administering remote servers (ssh), Data processing",25,100,15,100,Yes,5,Yes,"Dark background, light text",No,Yes,iTerm2,5,3,Yes,Yes,Yes,No,No,3,"Code editor, Dashboards (data visualisation)",,,
29/03/2022 11:05,26,System administrator,Python,Powershell ,Python,,Linux,"Linux, MacOS, Windows","Linux, MacOS, Windows",9,"Editing code, Administering remote servers (ssh), Data processing",20,99,80,99,Yes,5,Yes,"Dark background, light text",Yes,No,"GNOME Terminal, Windows Console, Windows Terminal, xfce-terminal",5,5,Yes,Yes,No,No,No,5,"Activity monitor / task manager, Bitorrent client, Calendar, Calculator (basic /scientific), Code editor, Configuration editor, Database administration, Email client, ToDo List, Note keeping, Spreadsheet, Version control (e.g. git)","Activity monitor / task manager, Calendar",,
29/03/2022 11:05,46,System administrator,Python,"C++, Perl",Python,Java,Linux,MacOS,"Linux, MacOS",,"Editing code, Software development, Administering remote servers (ssh), Data processing",98,100,2,100,Yes,5,Yes,Molokai,Yes,Yes,"Konsole, iTerm2",5,5,Yes,Yes,Yes,Yes,Yes,5,"Activity monitor / task manager, API development / testing, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Database administration, Email client, File manager, Version control (e.g. git)",Project management / Kanban,No,
29/03/2022 11:05,46,Web developer (back-end),Python,"Javascript, PHP",Python,Typescript,Linux,MacOS,"Linux, MacOS",25,"Administering remote servers (ssh), Data processing, running commands and computer admin",10,100,50,100,Yes,5,No,"Dark background, light text",No,Yes,"GNOME Terminal, xterm",5,3,Yes,Yes,Yes,Yes,No,2,"Chat / Messaging, Code editor, Email client, File manager",,,
29/03/2022 11:06,48,Teacher,C#,"C, C++, C#, Go, Javascript, Swift, PHP",C#,,Windows,"Linux, MacOS, Windows","Linux, MacOS, Windows",30,"Administering remote servers (ssh), System configuration ",5,20,50,90,Yes,3,Yes,"Dark background, light text",Yes,No,"Linux console, Terminal.app, Windows Console, Windows Terminal, xterm",5,5,Yes,No,No,Yes,No,4,"Activity monitor / task manager, Configuration editor, Database administration, Email client, File manager, Games, Version control (e.g. git)",,,
29/03/2022 11:06,25,Mobile application developer,Typescript,"Javascript, Python, PHP",Python,Typescript,Linux,"MacOS, Windows","Linux, MacOS",10,Administering remote servers (ssh),30,100,100,100,Yes,4,No,"Dark background, light text",No,Yes,"Konsole, Built In Terminal",4,4,Yes,No,No,No,No,4,"Activity monitor / task manager, Database administration, Version control (e.g. git)",,,
29/03/2022 11:06,40,Data scientist,Python,"Perl, Nim",Python,Rust,MacOS,Linux,"Linux, MacOS",15,"Administering remote servers (ssh), Data processing",50,100,25,100,Yes,5,Yes,"Dark background, light text",Yes,Yes,"GNOME Terminal, iTerm2, Terminal.app",5,3,Yes,Yes,Yes,Yes,Yes,5,"Activity monitor / task manager, Code editor, Email client, File manager, File viewer (syntax highlighted code)","Calendar, Code editor, Database query interface, Distraction free writing, ToDo List, Note keeping, Project management / Kanban",,
29/03/2022 11:07,37,Data scientist,Python,"Javascript, Matlab, Python",Python,"Javascript, Rust",MacOS,"Linux, MacOS, Windows","Linux, MacOS",15,"Editing code, Software development, Administering remote servers (ssh), Data processing",60,99,35,99,Yes,4,Yes,"Dark background, light text",Yes,Yes,"Linux console, Terminal.app",5,5,Yes,Yes,Yes,Yes,No,4,"API development / testing, Code editor, Database query interface, Distraction free writing, File manager, File viewer (syntax highlighted code)","Chat / Messaging, Code editor, File manager, File viewer (syntax highlighted code), Version control (e.g. git)",,
29/03/2022 11:07,61,Manager,Python,Javascript,Python,Julia,Windows,,Windows,20,Software development,5,50,10,100,Yes,5,Yes,"Dark background, light text",No,Yes,"Windows Console, Windows Terminal",4,3,Yes,Yes,Yes,No,Yes,5,"Activity monitor / task manager, Chat / Messaging, File viewer (syntax highlighted code), Games","Activity monitor / task manager, Chat / Messaging, Distraction free writing, Games, Note keeping",No,
29/03/2022 11:08,60,All of the above (aka old fart),Assembler,"C, C++, C#, Javascript, Perl, BASIC, ADA, VHDL :)",Assembler,,Windows,"Linux, MacOS",Windows,40,"Editing code, Software development, Administering remote servers (ssh), Data processing",20,90,60,100,Yes,1,No,"Light backround, dark text",No,No,"Linux console, Windows Console, Windows Terminal",4,5,Yes,Yes,Yes,Yes,Yes,5,"Code editor, Data entry / forms, Distraction free writing, Email client, File manager, Note keeping","Chat / Messaging, Code editor, Configuration editor",,
29/03/2022 11:08,42,Journalist / Author,Python,"C, Go, Ruby",Python,"Javascript, Rust",Linux,Windows,Linux,22,"Editing code, Administering remote servers (ssh)",15,50,90,100,Yes,4,Yes,"Dark background, light text",No,Yes,"GNOME Terminal, Terminator, xfce-terminal, xterm",5,4,Yes,Yes,Yes,Yes,Yes,4,"Activity monitor / task manager, Chat / Messaging, Dashboards (data visualisation), ToDo List, Project management / Kanban","Code editor, Distraction free writing, File manager",Accidentally setting a process to the background. That was fun.,
29/03/2022 11:08,38,Journalist,Python,"C, C++, BASIC, bash",Bash,,Linux,,,33,"Editing code, Administering remote servers (ssh), Data processing, Image processing, video processing, music playback, audio visualisation, document creation and editing, source code management, sometimes web browsing, IRC chat",80,100,20,100,Yes,5,Yes,"Dark background, light text",Yes,Yes,"GNOME Terminal, Linux console, Terminator, xterm",5,5,Yes,Yes,Yes,Yes,Yes,5,"Activity monitor / task manager, API development / testing, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Games, ToDo List, Note keeping, Project management / Kanban, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Bitorrent client, Calendar, Calculator (basic /scientific), Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Data entry / forms, Distraction free writing, Email client, File manager, File viewer (syntax highlighted code), Jupyter editor, Jupyter viewer, Games, ToDo List, Note keeping, Project management / Kanban, Spreadsheet, Version control (e.g. git)",No.,
29/03/2022 11:09,40,Data scientist,Python,R,Python,,MacOS,Linux,MacOS,10,"Software development, Data processing",5,90,25,95,Yes,4,Yes,"Light backround, dark text",Yes,Yes,iTerm2,3,4,Yes,Yes,Yes,No,Yes,4,"Activity monitor / task manager, Version control (e.g. git)","Activity monitor / task manager, API development / testing, Configuration editor, Data entry / forms, Distraction free writing, File manager, File viewer (syntax highlighted code), Note keeping, Version control (e.g. git)",Yes,
29/03/2022 11:10,56,Educator,Python,"C, C++, C#, Java, Javascript, Kotlin, Swift",Python,Rust,Linux,"MacOS, Windows","Linux, MacOS, Windows",35,"Software development, Administering remote servers (ssh), Data processing",30,100,60,100,Yes,5,Yes,"Dark background, light text",No,Yes,"GNOME Terminal, iTerm2, Windows Terminal",5,4,Yes,Yes,Yes,No,Yes,4,"Activity monitor / task manager, Code editor, File manager, File viewer (syntax highlighted code)","Database administration, Dashboards (data visualisation), Database query interface, ToDo List",,
29/03/2022 11:10,23,Computer Science Student,Python,"Rust, Swift",Rust,Rust,MacOS,Linux,"Linux, MacOS",8,"Editing code, Software development, Administering remote servers (ssh), Data processing",50,100,25,100,Yes,5,Yes,"Dark background, light text",No,Yes,iTerm2,5,4,Yes,Yes,Yes,Yes,No,3,"Activity monitor / task manager, Code editor, Database administration, Dashboards (data visualisation), Version control (e.g. git)",,,
29/03/2022 11:10,27,Data scientist,Python,,Python,"Julia, R",Linux,Windows,Linux,1,"Editing code, Data processing",40,90,60,100,Yes,3,Yes,"Dark background, light text",Yes,Yes,GNOME Terminal,4,3,Yes,No,Yes,No,Yes,3,"Activity monitor / task manager, Bitorrent client, Calculator (basic /scientific), Code editor, Jupyter editor, Jupyter viewer, Version control (e.g. git)",Activity monitor / task manager,No,
29/03/2022 11:10,41,"Software Engineer, distributed systems",Python,"Javascript, Rust, Typescript",Rust,,MacOS,Linux,"Linux, MacOS",25,"Editing code, Software development, Administering remote servers (ssh)",50,100,50,100,Yes,5,No,"Dark background, light text",No,Yes,"GNOME Terminal, Linux console, Terminal.app, Terminator",5,5,Yes,Yes,Yes,Yes,No,4,"Activity monitor / task manager, API development / testing, Bitorrent client, Chat / Messaging, Code editor, Configuration editor, Database administration, Dashboards (data visualisation), Database query interface, Distraction free writing, Email client, File manager, Note keeping, Version control (e.g. git)",,,
29/03/2022 11:10,38,Consulting Manager,Python,,Python,,Windows,"Linux, iPadOS",Linux,20,"Editing code, Software development, Administering remote servers (ssh), Data processing",2,1,30,100,Yes,4,No,"Light backround, dark text",No,Yes,"Putty, Termius",5,4,Yes,Yes,No,No,No,2,"Activity monitor / task manager, API development / testing, Bitorrent client, Calendar, Chat / Messaging, Code editor, Database administration, Database query interface, Distraction free writing, Email client, File manager, Games",,,
29/03/2022 11:11,32,Data scientist,Python,"Julia, Matlab",Julia,Javascript,MacOS,Linux,MacOS,12,"Editing code, Administering remote servers (ssh), Data processing, installing packages, git, quickly creating matplotlib plots, executing scripts",10,99,0,50,Yes,4,Yes,"Dark background, light text",Yes,Yes,iTerm2,4,2,Yes,Yes,No,No,No,3,"Activity monitor / task manager, Distraction free writing, File manager, File viewer (syntax highlighted code), Version control (e.g. git)","Activity monitor / task manager, Calculator (basic /scientific), Distraction free writing, Version control (e.g. git)",nope,
29/03/2022 11:11,47,Manager,Bash,"Matlab, Python, R",Python,,Linux,Linux,Linux,30,"Administering remote servers (ssh), Data processing",50,100,50,100,Yes,4,Yes,"Dark background, light text",No,Yes,"Konsole, Yakuake",5,3,Yes,Yes,Yes,No,No,3,"Activity monitor / task manager, Chat / Messaging, Email client, ToDo List, Version control (e.g. git)","Jupyter editor, Jupyter viewer",,
29/03/2022 11:11,35,Accountant,Python,,Python,"Javascript, R",MacOS,Windows,MacOS,1,"Editing code, Administering remote servers (ssh)",5,10,5,80,Yes,2,Yes,"Dark background, light text",No,Yes,iTerm2,3,3,Yes,Yes,Yes,No,Yes,4,"Code editor, File manager, Jupyter editor, Jupyter viewer, Note keeping, Version control (e.g. git)","Code editor, Dashboards (data visualisation), File manager, Jupyter editor, Jupyter viewer, Note keeping, Spreadsheet, Version control (e.g. git)",Only limited by my ability,
29/03/2022 11:11,,Writer,Python,"C#, Dart, Javascript, Perl, Python, PHP, FORTRAN",Python,,Windows,"Linux, MacOS","Linux, MacOS, Windows",38,"Editing code, Software development, Administering remote servers (ssh)",5,10,25,75,Yes,5,Yes,"Dark background, light text",No,No,"GNOME Terminal, Guake, Linux console, Terminal.app, Windows Terminal, xterm, Hyper",5,5,Yes,Yes,Yes,No,No,4,"Activity monitor / task manager, Code editor, Configuration editor, Data entry / forms, Email client, Games, Version control (e.g. git)",,,
29/03/2022 11:11,,Web developer (back-end),Java,"C++, Python",Java,"Go, Rust",Linux,,Linux,30,"Software development, Administering remote servers (ssh)",10,100,30,100,Yes,5,No,"Dark background, light text",No,Yes,"GNOME Terminal, Guake",5,5,Yes,Yes,Yes,No,No,5,"Activity monitor / task manager, Code editor, File manager",Version control (e.g. git),no,
29/03/2022 11:11,52,Kernel programmer,C,"C, Python, assembler",C,Rust,Linux,Windows,Linux,34,"Editing code, Software development, Administering remote servers (ssh), Data processing",90,100,10,100,Yes,5,No,"Dark background, light text",No,Yes,"GNOME Terminal, xterm",5,4,Yes,Yes,Yes,No,No,2,Note keeping,"ToDo List, Note keeping",No,
29/03/2022 11:11,23,Desktop application developer,C,"C#, Vala",C,"C++, Dart, Rust",Linux,"MacOS, Windows, ChromeOS","Linux, MacOS, ChromeOS",8,"Editing code, Software development, Data processing",10,30,100,100,Yes,5,No,"Dark background, light text",Yes,No,"GNOME Terminal, Linux console, Elementary Terminal",5,5,Yes,Yes,Yes,Yes,Yes,5,"Activity monitor / task manager, API development / testing, Calculator (basic /scientific), Code editor, Configuration editor, Dashboards (data visualisation), Data entry / forms, Distraction free writing, File manager, File viewer (syntax highlighted code), Version control (e.g. git)","Activity monitor / task manager, API development / testing, Code editor",No,
